Title,URL,Abstract,Study type,Single arm/treatment Exclusion,Protocol only,Observational study,Treatment,Comparator 1,Comparator 2,Comparator 3,Population,Primary outcome,
febrile neutropenia (6.6%). There were no grade 4 nonhematological toxicities.
Frequent grade 3 nonhematological toxicities included diarrhea (10%), anorexia
(6.6%), and hyponatremia (6.6%).
CONCLUSIONS: This phase II study showed a high objective response rate and long
survival. Irinotecan monotherapy schedule used was well tolerated, and could be
an active treatment option for these patients.",N,,,,,,,,,,

Efficacy and safety of nanoparticle albumin-bound paclitaxel monotherapy as second-line therapy of cytotoxic anticancer drugs in patients with advanced non-small cell lung cancer.,/pubmed/29390506,"BACKGROUND: Nanoparticle albumin-bound paclitaxel (nab-PTX), which avoids
toxicities associated with a vehicle used in solvent-based PTX, has already shown
safety and efficacy in patients with non-small cell lung cancer (NSCLC).
METHODS: A phase II study was performed to assess the safety and efficacy of
nab-PTX monotherapy as second-line chemotherapy after cytotoxic anticancer drugs 
for previously treated advanced NSCLC. Thirty-two patients with advanced NSCLC
who had previously undergone 1 regimen of cytotoxic anticancer drugs were
enrolled. Nab-PTX was administered intravenously at a dose of 100_mg/m on days 1,
8, and 15 of a 28-day cycle. The objective response rate (ORR), disease control
rate (DCR), progression-free survival (PFS), overall survival (OS), and toxicity 
profile were evaluated.
RESULTS: The ORR was 28.1%, the DCR was 71.9%, median PFS was 3.9 months (95%
confidence interval [CI] 2.7-5.1 months), and median OS was 10.9 months (95% CI
9.5-12.3 months). The mean relative dose intensity of nab-PTX was 77%. Grade 3 or
4 neutropenia, and grade 3 febrile neutropenia were observed in 11 and 1 of 32
patients, respectively. As nonhematologic toxicities, grade 3 peripheral sensory 
neuropathy and pneumonitis were each observed in 2 of 32 patients.
CONCLUSION: Nab-PTX is an active and well-tolerated regimen in patients with
previously treated NSCLC.",N,,,,,,,,,,

"In Vivo PET Assay of Tumor Glutamine Flux and Metabolism: In-Human Trial of (18)F-(2S,4R)-4-Fluoroglutamine.",/pubmed/29388903,"Purpose To assess the clinical safety, pharmacokinetics, and tumor imaging
characteristics of fluorine 18-(2S,4R)-4-fluoroglutamine (FGln), a glutamine
analog radiologic imaging agent. Materials and Methods This study was approved by
the institutional review board and conducted under a U.S. Food and Drug
Administration-approved Investigational New Drug application in accordance with
the Helsinki Declaration and the Health Insurance Portability and Accountability 
Act. All patients provided written informed consent. Between January 2013 and
October 2016, 25 adult patients with cancer received an intravenous bolus of FGln
tracer (mean, 244 MBq ± 118, <100 _g) followed by positron emission tomography
(PET) and blood radioassays. Patient data were summarized with descriptive
statistics. FGln biodistribution and plasma amino acid levels in nonfasting
patients (n = 13) were compared with those from patients who fasted at least 8
hours before injection (n = 12) by using nonparametric one-way analysis of
variance with Bonferroni correction. Tumor FGln avidity versus fluorodeoxyglucose
(FDG) avidity in patients with paired PET scans (n = 15) was evaluated with the
Fisher exact test. P < .05 was considered indicative of a statistically
significant difference. Results FGln PET depicted tumors of different cancer
types (breast, pancreas, renal, neuroendocrine, lung, colon, lymphoma, bile duct,
or glioma) in 17 of the 25 patients, predominantly clinically aggressive tumors
with genetic mutations implicated in abnormal glutamine metabolism. Acute fasting
had no significant effect on FGln biodistribution and plasma amino acid levels.
FGln-avid tumors were uniformly FDG-avid but not vice versa (P = .07). Patients
experienced no adverse effects. Conclusion Preliminary human FGln PET trial
results provide clinical validation of abnormal glutamine metabolism as a
potential tumor biomarker for targeted radiotracer imaging in several different
cancer types. © RSNA, 2018 Online supplemental material is available for this
article. Clinical trial registration no. NCT01697930.",N,,,,,,,,,,

"Efficacy and safety of micafungin for the treatment of patients with proven or probable invasive aspergillosis: A non-comparative, multicenter, phase IV, open-label study.",/pubmed/29384927,"INTRODUCTION: Few studies have assessed the efficacy and safety of micafungin in 
patients with proven or probable invasive aspergillosis (IA). This was the aim of
the current study, which was conducted in 22 hospitals in China, where micafungin
was approved for treatment of IA in 2006.
METHODS: This was a non-comparative, phase IV open-label study (NCT02646774).
Eligible patient were adults with proven or probable IA. Efficacy endpoints
included rates of overall treatment success (primary endpoint) and clinical
improvement, fungal clearance, mortality, and the site of Aspergillus infection
(all secondary endpoints). Safety endpoints included incidences of
treatment-emergent adverse events (TEAEs), serious AEs (SAEs), and adverse drug
reactions (ADRs). These endpoints were reported descriptively with associated 95%
confidence intervals (CI); no hypotheses were tested.
RESULTS: The study was discontinued early due to low patient recruitment, which
did not allow for the planned sample size to be reached. In total, 68 patients
were enrolled: 42 into the full analysis set (for efficacy) and 61 into the
safety analysis set. All patients were Han Chinese; the majority were male
(n_=_26; 61.9%) and _60 years of age (n_=_35; 83.3%). Rates of overall treatment 
success, clinical improvement, fungal clearance, and mortality were 45.2%
(n_=_19/42; 95% CI: 29.85-61.33); 59.5% (n_=_25/42; 95% CI: 43.28-74.37), 80.0%
(n_=_4/5; 95% CI: 28.36-99.49), and 7.1% (n_=_3/42; 95% CI: 1.50-19.48),
respectively. All patients were diagnosed with pulmonary Aspergillus infection.
Overall, 155 TEAEs and 8 SAEs were reported by 37 (60.7%) and 7 (11.5%) patients.
The most common TEAEs were decreased platelet count and fatigue (both n_=_5;
8.2%) and the most common SAEs were intracranial hemorrhage and lung infection
(n_=_3; 4.9% and n_=_2; 3.3%). Eight ADRs (n_=_6; 9.8%) were reported but all
were completely remitted or remitting during follow-up.
CONCLUSIONS: Results suggest that micafungin is efficacious and well-tolerated in
patients with proven or probable IA in China. However, these findings should be
interpreted with care, due to the small number of patients included in this
study. Further comparative trials should be used to confirm the efficacy and
safety of micafungin in patients with proven or probable IA.",N,,,,,,,,,,

A Phase I Study of Hypofractionated Carbon-ion Radiotherapy for Stage III Non-small Cell Lung Cancer.,/pubmed/29374716,"BACKGROUND/AIM: The aim of this study was to assess the feasibility and safety of
hypofractionated carbon-ion radiotherapy (C-ion RT) in patients with stage III
non-small cell lung cancer (NSCLC).
PATIENTS AND METHODS: Patients with untreated, histologically proven,
unresectable stage III NSCLC and not candidates for chemotherapy were included in
this study. C-ion RT was planned and administered with 4 Gy (relative biological 
effectiveness (RBE)) in daily fractions for a total dose of 64 Gy (RBE) without
combined chemotherapy. Dose-limiting toxicity (DLT) was defined as suspension of 
C-ion RT treatment for 2 weeks due to _ grade 2 pneumonitis, or any other _ grade
3 adverse event, or as any _ grade 4 adverse event within 3 months from the start
of treatment.
RESULTS: Six patients were treated between June 2013 and December 2014. The
planned full dose of C-ion RT (64 Gy (RBE)) was completed in all patients. No
patient developed DLT, and no patient experienced toxicities of _grade 3
severity. The overall response rate was 100%, and local tumor control was
achieved in all patients during the survival period.
CONCLUSION: Hypofractionated C-ion RT of patients with stage III NSCLC was
feasible and well tolerated. Although the number of patients in this study was
small, the results support further investigations to confirm the long-term
therapeutic efficacy of this treatment.",N,,,,,,,,,,

Survival in Limited Disease Small Cell Lung Cancer According to N3 Lymph Node Involvement.,/pubmed/29374714,"BACKGROUND/AIM: There are several definitions of limited disease (LD) in small
cell lung cancer (SCLC), differing with respect to N3 disease accepted. We
analyzed patients from a randomized trial comparing two schedules of thoracic
radiotherapy (TRT) in LD SCLC to investigate whether there were survival
differences between N3 subcategories (n=144).
PATIENTS AND METHODS: Patients with a baseline CT scan available were analysed.
Patients received four courses of cisplatin/etoposide and TRT of 45 Gy/30
fractions (twice daily) or 42 Gy/15 fractions (once daily).
RESULTS: Median overall survival (OS) was 23.3 months in the whole cohort.
N3-patients (n=37) had shorter survival than those with N0-2 (16.7 vs. 33.0
months; p<0.001). There were no significant OS-differences between the N3
subcategories, but patients with metastases to two or more N3 regions had shorter
survival than other N3 patients (13.4 vs. 19.9 months; p=0.011).
CONCLUSION: There were no survival differences between the N3 subcategories,
suggesting that all N3 disease should be considered as LD.",N,,,,,,,,,,

Osimertinib in patients with epidermal growth factor receptor T790M advanced non-small cell lung cancer selected using cytology samples.,/pubmed/29363250,"Osimertinib is a potent, irreversible epidermal growth factor receptor (EGFR)
tyrosine kinase inhibitor (TKI) selective for EGFR-TKI sensitizing (EGFRm) and
T790M resistance mutations. The primary objective of the cytology cohort in the
AURA study was to investigate safety and efficacy of osimertinib in pretreated
Japanese patients with EGFR T790M mutation-positive non-small cell lung cancer
(NSCLC), with screening EGFR T790M mutation status determined from cytology
samples. The cytology cohort was included in the Phase I dose expansion component
of the AURA study. Patients were enrolled based on a positive result of T790M by 
using cytology samples, and received osimertinib 80¾mg in tablet form once daily 
